merchant_name,merchant_area,category,product,price,row_id
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Strawberry,18000.0,107
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Coklat,18000.0,108
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Vanila Spesial,20000.0,109
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Coklat Spesial,20000.0,110
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Strawberry Spesial,20000.0,111
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Orange,15000.0,112
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Es Capucino,15000.0,113
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Mocca,18000.0,114
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Milkshake Mocca Spesial,21000.0,115
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Lemon Fresh,15000.0,116
"Abe Steak, Cibubur",jakarta,Aneka nasi/Minuman/Barat,Chicken Drumstick,25000.0,117
"Abuba Steak, Cikarang",jakarta,Barat,Tas ABUBA ( Max 5 Box ),13200.0,118
"Abuba Steak, Cikarang",jakarta,Barat,Lychee Popping Boba,35200.0,119
"Abuba Steak, Cikarang",jakarta,Barat,Peach Popping Boba,35200.0,120
"Abuba Steak, Cikarang",jakarta,Barat,Choco Volcano,49500.0,121
"Abuba Steak, Cikarang",jakarta,Barat,Oreo Fruit Blast,39600.0,122
"Abuba Steak, Cikarang",jakarta,Barat,Bread Pudding Classic,44000.0,123
"Abuba Steak, Cikarang",jakarta,Barat,Guava Juice,28600.0,124
"Abuba Steak, Cikarang",jakarta,Barat,Honeydew Juice,28600.0,125
"Abuba Steak, Cikarang",jakarta,Barat,Mango Juice,28600.0,126
"Abuba Steak, Cikarang",jakarta,Barat,Sourmint,28600.0,127
"Abuba Steak, Cikarang",jakarta,Barat,Soursop Juice,28600.0,128
"Abuba Steak, Cikarang",jakarta,Barat,Strawberry Juice,31900.0,129
"Abuba Steak, Cikarang",jakarta,Barat,Watermelon Juice,28600.0,130
"Abuba Steak, Cikarang",jakarta,Barat,Orange Juice,28600.0,131
"Abuba Steak, Cikarang",jakarta,Barat,Avocado Juice,31900.0,132
"Abuba Steak, Cikarang",jakarta,Barat,Oreo Milkshake,36300.0,133
"Abuba Steak, Cikarang",jakarta,Barat,Strawbeery Milkshake,36300.0,134
"Abuba Steak, Cikarang",jakarta,Barat,Vanilla Milkshake,36300.0,135
"Abuba Steak, Cikarang",jakarta,Barat,Chocolate Milkshake,36300.0,136
"Abuba Steak, Cikarang",jakarta,Barat,Ice Age Melt Down,33000.0,137
"Abuba Steak, Cikarang",jakarta,Barat,Lychee Tea,30800.0,138
"Abuba Steak, Cikarang",jakarta,Barat,Mojito Classic,29700.0,139
"Abuba Steak, Cikarang",jakarta,Barat,Peach Tea,30800.0,140
"Abuba Steak, Cikarang",jakarta,Barat,The Genjer,33000.0,141
"Abuba Steak, Cikarang",jakarta,Barat,The Passion,33000.0,142
"Abuba Steak, Cikarang",jakarta,Barat,Air Mineral,15400.0,143
"Abuba Steak, Cikarang",jakarta,Barat,Coca Cola,20900.0,144
"Abuba Steak, Cikarang",jakarta,Barat,Hot Chocolate,24200.0,145
"Abuba Steak, Cikarang",jakarta,Barat,Hot Lemonade,18700.0,146
"Abuba Steak, Cikarang",jakarta,Barat,Hot Tea,15400.0,147
"Abuba Steak, Cikarang",jakarta,Barat,Hot Tea Sweet,15400.0,148
"Abuba Steak, Cikarang",jakarta,Barat,Hot Lemontea,18700.0,149
"Abuba Steak, Cikarang",jakarta,Barat,Ice Chocolate,24200.0,150
"Abuba Steak, Cikarang",jakarta,Barat,Ice Lemonade,18700.0,151
"Abuba Steak, Cikarang",jakarta,Barat,Ice Tea,15400.0,152
"Abuba Steak, Cikarang",jakarta,Barat,Ice Tea Sweet,15400.0,153
"Abuba Steak, Cikarang",jakarta,Barat,Sprite,20900.0,154
"Abuba Steak, Cikarang",jakarta,Barat,Ice Lemontea,18700.0,155
"Abuba Steak, Cikarang",jakarta,Barat,Rib Eye Wagyu 4-5,275000.0,156
"Abuba Steak, Cikarang",jakarta,Barat,Rib Eye Wagyu 6-7,344300.0,157
"Abuba Steak, Cikarang",jakarta,Barat,Tenderloin Wagyu,352000.0,158
"Abuba Steak, Cikarang",jakarta,Barat,Sirloin Wagyu 4-5,255200.0,159
"Abuba Steak, Cikarang",jakarta,Barat,Sirloin Wagyu 6-7,337700.0,160
"Abuba Steak, Cikarang",jakarta,Barat,Tenderloin Local,115500.0,161
"Abuba Steak, Cikarang",jakarta,Barat,Tenderloin Nz,168300.0,162
"Abuba Steak, Cikarang",jakarta,Barat,Tenderloin Us,258500.0,163
"Abuba Steak, Cikarang",jakarta,Barat,Sirloin Nz,145200.0,164
"Abuba Steak, Cikarang",jakarta,Barat,Sirloin Us,179300.0,165
"Abuba Steak, Cikarang",jakarta,Barat,Sirloin Lokal,107800.0,166
"Abuba Steak, Cikarang",jakarta,Barat,Rib Eye Nz,145200.0,167
"Abuba Steak, Cikarang",jakarta,Barat,Rib Eye Us,192500.0,168
"Abuba Steak, Cikarang",jakarta,Barat,Lamb Chop Nz,134200.0,169
"Abuba Steak, Cikarang",jakarta,Barat,Battered Dory Fish Regular,88000.0,170
"Abuba Steak, Cikarang",jakarta,Barat,Battered Dory Spicy,88000.0,171
"Abuba Steak, Cikarang",jakarta,Barat,Salmon Steak,141900.0,172
"Abuba Steak, Cikarang",jakarta,Barat,Fish Bite Regular,49500.0,173
"Abuba Steak, Cikarang",jakarta,Barat,Fish Bite Spicy,49500.0,174
"Abuba Steak, Cikarang",jakarta,Barat,T-Bone Local,129800.0,175
"Abuba Steak, Cikarang",jakarta,Barat,T-Bone Nz,170500.0,176
"Abuba Steak, Cikarang",jakarta,Barat,Boneless Fried Chicken Regular,77000.0,177
"Abuba Steak, Cikarang",jakarta,Barat,Boneless Fried Chicken Spicy,77000.0,178
"Abuba Steak, Cikarang",jakarta,Barat,Grilled Chicken Steak,77000.0,179
"Abuba Steak, Cikarang",jakarta,Barat,Grilled Chicken Wings,55000.0,180
"Abuba Steak, Cikarang",jakarta,Barat,Chicken Pop Corn Regular,51700.0,181
"Abuba Steak, Cikarang",jakarta,Barat,Chicken Pop Corn Spicy,51700.0,182
"Abuba Steak, Cikarang",jakarta,Barat,Chicken Wings Crush Garlic,62700.0,183
"Abuba Steak, Cikarang",jakarta,Barat,Chicken Wings Crush Hot,62700.0,184
"Abuba Steak, Cikarang",jakarta,Barat,Chicken Pop Corn With Butter Rice,51700.0,185
"Abuba Steak, Cikarang",jakarta,Barat,Spaghetti Bolognese Kids Meal,66000.0,186
"Abuba Steak, Cikarang",jakarta,Barat,Grilled Meatball Vegetable & Potato,51700.0,187
"Abuba Steak, Cikarang",jakarta,Barat,Beef Patty Steak,77000.0,188
"Abuba Steak, Cikarang",jakarta,Barat,Grilled Meatball,49500.0,189
"Abuba Steak, Cikarang",jakarta,Barat,Mix Beef Rice,60500.0,190
"Abuba Steak, Cikarang",jakarta,Barat,Abuba Signature Salad,52800.0,191
"Abuba Steak, Cikarang",jakarta,Barat,Creamy Fun Fries,48400.0,192
"Abuba Steak, Cikarang",jakarta,Barat,Spicy Fun Fries,48400.0,193
"Abuba Steak, Cikarang",jakarta,Barat,Veggie Fruit Salad,36300.0,194
"Abuba Steak, Cikarang",jakarta,Barat,French Fries Original,29700.0,195
"Abuba Steak, Cikarang",jakarta,Barat,Veggie Fruit Salad With Sesame Dressing,36300.0,196
"Abuba Steak, Cikarang",jakarta,Barat,Beef Lasagna,66000.0,197
"Abuba Steak, Cikarang",jakarta,Barat,Fettuccine Carbonara,66000.0,198
"Abuba Steak, Cikarang",jakarta,Barat,Spaghetti Bolognese,66000.0,199
"Abuba Steak, Cikarang",jakarta,Barat,Sweet Corn,24200.0,200
"Abuba Steak, Cikarang",jakarta,Barat,Mix vegetables,24200.0,201
"Abuba Steak, Cikarang",jakarta,Barat,Potato Wedges,24200.0,202
"Abuba Steak, Cikarang",jakarta,Barat,Mashed Potato,24200.0,203
"Abuba Steak, Cikarang",jakarta,Barat,Mushroom Sauce,13200.0,204
"Abuba Steak, Cikarang",jakarta,Barat,Tartar Sauce,14300.0,205
"Abuba Steak, Cikarang",jakarta,Barat,Blackpepper Sauce,13200.0,206
"Abuba Steak, Cikarang",jakarta,Barat,Barbecue Sauce,13200.0,207
"Abuba Steak, Cikarang",jakarta,Barat,Lychee Popping Boba,33000.0,208
"Abuba Steak, Cikarang",jakarta,Barat,Peach Popping Boba,33000.0,209
"Abuba Steak, Cikarang",jakarta,Barat,Crunchy Vegan Fried Chicken Reg,88000.0,210
"Abuba Steak, Cikarang",jakarta,Barat,Crunchy Vegan Fried Chicken Spicy,88000.0,211
"Abuba Steak, Cikarang",jakarta,Barat,Vegan Beef Mix Rice,93500.0,212
"Abuba Steak, Cikarang",jakarta,Barat,Vegan Beef Steak,110000.0,213
"Abuba Steak, Cikarang",jakarta,Barat,Vegan Chi-Pop,66000.0,214
"Abuba Steak, Cikarang",jakarta,Barat,Vegan Chic Mix Rice,99000.0,215
"Abuba Steak, Cikarang",jakarta,Barat,Vegan Chicken Steak,88000.0,216
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,bakwan Sayur,1500.0,217
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,tempe Crispi,1500.0,218
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,tahu Jeletot,1500.0,219
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,tahu Pong,1500.0,220
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,risole,1500.0,221
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Cireng,1500.0,222
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,piscok Lumer,2000.0,223
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Gorengan Ubi,1500.0,224
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Pisang Goreng,1500.0,225
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Tape Goreng,1500.0,226
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Tempe Basah,2000.0,227
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Singkong Goreng,1500.0,228
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Combro Ranjau,1500.0,229
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Pisang Molen,1500.0,230
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Loncom,2500.0,231
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Lonsay,2500.0,232
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Es Buah Segar,8000.0,233
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Es Pukat,8000.0,234
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Es Lemon Tea,8000.0,235
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Es Cincau",5000.0,236
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Jeruk Nipis",5000.0,237
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari ,Sweet Mango",5000.0,238
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Sweet Orange",5000.0,239
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Sweet Guava",5000.0,240
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Sirsak",5000.0,241
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Jeruk Peras",5000.0,242
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Anggur",5000.0,243
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Leci",5000.0,244
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Lemon Tea",5000.0,245
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Es Nutri Sari,Blewah",5000.0,246
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,"Nutri Sari,Es Rujak",5000.0,247
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Es Capucino,8000.0,248
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Bakso Ceker Mercon,20000.0,249
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,ceker Mercon,15000.0,250
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Bakso Mercon,15000.0,251
Aneka Gorengan Siaga,jakarta,Jajanan/Minuman,Dimsum,17000.0,252
Arangsimpur,jakarta,Chinese,Tiam MIE,34000.0,253
Arangsimpur,jakarta,Chinese,TiamMie,39000.0,254
Arangsimpur,jakarta,Chinese,Nasi Goreng Sapi,48000.0,255
Arangsimpur,jakarta,Chinese,Kwetiaw Sapi,48000.0,256
Arangsimpur,jakarta,Chinese,Telur  CEPLOK,6000.0,257
Arangsimpur,jakarta,Chinese,Kwetiaw Kengci,29000.0,258
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ayam Full,100000.0,259
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Nasi,6000.0,260
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ayam Dada,25000.0,261
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ayam Paha,25000.0,262
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Kepala Ayam,6000.0,263
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ceker Ayam,6000.0,264
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ati Ampela Ayam,6000.0,265
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Usus Ayam,7500.0,266
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Ati Ampela Bebek,12000.0,267
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Paha Bebek,36000.0,268
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Kepala Bebek,12000.0,269
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Dada Bebek,36000.0,270
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Tempe,4000.0,271
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Tahu,4000.0,272
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Pete,12000.0,273
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Peyek,9000.0,274
Ayam Trolok,jakarta,Aneka nasi/Ayam & bebek/Seafood,Kulit Ayam,7500.0,275
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Sosis Kecil Bakar/ Goreng,6000.0,276
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Sosis Bakar/Goreng Jumbo,20000.0,277
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Sosis Bakar/Goreng Sedang Keju,15000.0,278
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Sosis Bakar/goreng Sedang Lada Hitam,15000.0,279
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Sosis Bakar/goreng Sedang Original,15000.0,280
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,lobster Bakar/goreng,15000.0,281
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Cikuwa Bakar/goreng,15000.0,282
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Dampling Cheese Bakar/goreng,15000.0,283
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Bakso Bakar/Goreng,15000.0,284
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,bola Udang Bakar/Goreng,15000.0,285
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,CrabStik bakar,7000.0,286
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Skelep Bakar/Goreng,15000.0,287
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Baso Ikan bakar/goreng,15000.0,288
BABAKARAN BUNDA DAFA,jakarta,Minuman/Jajanan/Martabak,Bakso Salmon Bakar/Goreng,15000.0,289
